title,link
"[u'Words of a gamer...', u'Why, brain? Why?', u'I got an update for Android this morning...', u'It explains everything to me.', u'Back in my days...', u'I LOST A CARD GAME! SNIFF, I NO LONGER HAVE A REASON TO LIVE!', u'I just realized it now... How many fingers does she have?', u'April 14th and not a day more!', u""If you remember this, you... didn't play the most popular games, I guess."", u'Any fans?']","[u'http://img-9gag-ftw.9cache.com/photo/avg6QQn_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/aArK00R_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/adYQPgD_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/aLP41vv_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/am06Ag9_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/axZ6oMn_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/ap069ND_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/aby4vVv_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/aArK0eL_460s.jpg', u'http://img-9gag-ftw.9cache.com/photo/agv7oA1_460s.jpg']"
